project_ending,rating,text,sentiment
Completed,,thanks mas bantuan nya,0
Completed,,Keep up the good service mas..,1
Completed,,"Thanks Bantuannya Mas Arkhan,Minta bantuannya lagi untuk kedepannya ya",1
Completed,,Memberikan kesempatan untuk konsultasi terlebih dahulu sebelum penyelesaian masalah,0
Completed,,Sudah oke & sesuai...,1
Completed,,,1
Completed,,terimkasih sudah bantu sya menyelesaikan project ini..,1
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Completed,,sudah bagus dan sesuai....,1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,"Mantap sekali, pekerjaan selesai dengan cepat. Thank you mas, sudah di bantu ya.",1
Completed,,good support,1
Completed,,,1
Self Mediation,,,1
Self Mediation,,,1
Completed,,Good responsive,1
Completed,,,1
Completed,,"Top quality and good worker, thank you for your cooperation",1
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Completed,,,1
Completed,,"fast respon, detail & ok penjelasannya. thank u mas",1
Completed,,mantap sekali,1
Completed,,pekerjaan sangat memuaskan,1
Completed,,Mantabbb. Kerjaan beres sempurna.,1
Completed,,,1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,"Kerja nya cepat sekali, responsive, dan memuaskan",1
Completed,,Good Worker,1
Self Mediation,,,1
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Completed,,Mantab pengerjaannya cepat dan enak di ajak diskusi,1
Self Mediation,,,1
Completed,,bagus dan komunikatif,1
Completed,,Sangat profesional dan cekatan. Sangat di rekomendasikan !!!,1
Completed,,"Mantap, worker andalan nih!",1
Completed,,Auto-rated by system.,0
Completed,,"Pelayanan memuaskan, cepat dan komunikatif, serta solutif sekali",1
Self Mediation,,,1
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Completed,,Ok sesuai permintaan terima kasih sudah melakukan pekerjaan dengan benar,1
Completed,,recomended worker ...,1
Completed,,"tingkatkan terus mas, semoga kita tetap bisa bekerja sama kedepan nya",0
Self Mediation,,,1
Completed,,"Sangat berkomitmen, berdedikasi dan helpful dalam menyarankan sistem-sistem yang perlu web saya miliki. Terima kasih.",1
Completed,,mantap mas. Next project ama mas lagi,1
Completed,,,1
Completed,,Worker bekerja dengan baik,1
Completed,,Auto-rated by system.,0
Completed,,Terima kasih mas,1
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Self Mediation,,,1
Completed,,Pertahan kan Kecepatan Pekerjaan nya,0
Completed,,Terima kasih mas bantuannya.,1
Completed,,"Terima Kasih, Hasil Kerja Memuaskan",1
Completed,,"pengerjaannya cepat, komunikasinya sangat baik, semoga bisa bekerja sama lagi di next projectnya",1
Completed,,kerjanya cepet dan bagus,1
Self Mediation,,,1
Completed,,Puas banget kerjasama ma dia,1
Self Mediation,,,1
Completed,,Senang bisa bekerjasama. Cepat dan komunikasi sangat baik. Direkomendasikan.,1
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Completed,,Terimakasih Sudah Menyelamatkan Pekerjaan Saya,1
Self Mediation,,,1
Completed,,"Thanks mas, sudah membantu banyak",1
Self Mediation,,,1
Completed,,Terima kasih atas kerjasamanya,1
Completed,,"Cukup puas dengan hasil kerjanya, orangnya juga ramah, cukup recommended worker",1
Completed,,Auto-rated by system.,0
Completed,,terimakasih telah dibantu mas,1
Completed,,Pekerjaan Baik Dan Ramah,1
Self Mediation,,,1
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Self Mediation,,,1
Self Mediation,,,1
Self Mediation,,,1
Completed,,Trims banyak mas,1
Completed,,Kerja cepat dan rapi thanks mas..,1
Completed,,"trims banyak mas, semoga makin berkah",1
Self Mediation,,,1
Completed,,pokoknya recommended lah.,1
Completed,,"trims mas, semoga aplikasinya bisa bermanfaat",1
Completed,,Thanks banyak mas,1
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Completed,,Bekerja dengan baik meskipun minimum supervisi dan sebisa mungkin beliau on-time.,1
Completed,,"Trims banyak mas, semoga tidak kena virus lagi panel VPSnya",0
Completed,,"Kerja cepat, tanggap, dan sesuai harapan, walaupun permintaannya banyak..",1
Completed,,thanks mas,1
Completed,,Sudah sesuai dan bagus..,1
Completed,,"Pekerjaanya bagus banget, sayang saya belum bisa beri bonus karena lagi masalah di domain.. semoga kedepan bisa bekerjasama kembali",1
Completed,,sukses terus yah.,1
Completed,,Terima kasih sudah menjadi profesional worker.,1
Completed,,worker cukup kooperatif,1
Completed,,"Trims banyak mas, untuk learnpress saya masih kurang paham. nanti tolong dibantu untuk wplms nya, mungkin mau pakai itu",1
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Completed,,nice to work with you,1
Completed,,Not good enough,1
Completed,,makasih banyak mas jadi bisa belajar banyak ttg web,1
Self Mediation,,,1
Completed,,Worker bagus,1
Completed,,Sudah bagus dan sesuai...,1
Completed,,"Good and Recomended Worker, Hasil Sangat Memuaskan, Fast Respons. Terimakasih Banyak atas Bantuannya ....",1
Self Mediation,,,1
Completed,,"Trims banyak mas,,",1
Completed,,gooooooodddddd,1
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Completed,,mantappppp........,1
Completed,,"Terimakasih, sudah bagus dan sesuai...",1
Completed,,ok........,1
Completed,,sudah bagus dan sesuai....,1
Self Mediation,,,1
Completed,,Terima kasih kepada worker Nurwahid (Arkhan7)    Telah membantu kerjasama/menyelesaikan permintaan yang saya buat lewat projects.co.id yaitu membuat website download dan streaming video anime.,0
Completed,,Trims banyak mas semoga makin berkah,1
Completed,,Pekerjaan sudah selesai dengan baik.,1
Self Mediation,,,1
Completed,,mantep kerjanya dan komunikasi lancar,1
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Completed,,Mantapp.....,1
Completed,,Mantapp.....,1
Self Mediation,,,1
Completed,,"trims banyak mas, semoga makin berkah",1
Self Mediation,,,1
Completed,,"baru kali ini ketemu sama worker yang begitu detail kasih penjelasannya, sungguh mantul dan luar biasa",1
Self Mediation,,,1
Completed,,"Trims mas, nanti jika perlu upgrade lagi atau apa tolong dikabarin ya",0
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,Nice work 👍,1
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Completed,,"Assallammuallaikum wr.wbsebelumnya terimkasih sudah di bantu
projectnya ya mas bro, sudah di arahkan pula pemahaman untuk sett
konfigurasi plugin2 apa saja yg di butuhkan. Buat saya yg awam di
wordpress jadi termotivasi untuk belajar, sekali lagi terimkasih banyak.",1
Completed,,"Fast Respon, Ramah, Enak, Tepat Waktu",1
Completed,,,1
Completed,,Website nya sesuai dengan apa yang saya mau terimakasih,0
Self Mediation,,,1
Self Mediation,,,1
Completed,,,1
Completed,,"pekerjaan cepat selesai, semoga makin sukses mas",1
Completed,,"Hasil sesuai ekpektasi, mantul! Rekomen dah.",1
Self Mediation,,,1
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Completed,,Sudah bagus dan sesuai... mantap,1
Completed,,Terima kasih sudah bantu menyelesaikan pekerjaan,1
Completed,,Sudah selesai mas Landing Page nya dan sesuai dengan request,1
Completed,,5 Star Worker,1
Completed,,"Trims banyak atas supportnya, mas",1
Completed,,Pekerjaan sangat baik. The best.,1
Completed,,Mantap.. Fast worker,1
Completed,,Laanjutkan,1
Completed,,Terima kasih atas kerjasamanya mas,1
Completed,,Auto-rated by system.,0
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Completed,,"Semoga bisa membantu lebih banyak lagi, pekerjaan maksimal.. Semoga makin sukses",1
Completed,,overall mantap walau ada masalah dari sistem bukalapak diluar perkiraan,0
Completed,,Thanks mas atas bantuan nya,0
Completed,,Terima kasih mas atas bantuannya,1
Completed,,"pekerjaannya memang melebihi batas waktu, tetapi dia mengerjakan secara profesional.cara komunikasinya dan penjelasannya juga sangat baik, bahkan mau memberikan dokumentasi pekerjaannya. terima kasih banyak untuk kerjasamanya.",1
Completed,,"Pekerjaan selesai dengan cepat dan baik, hasilnya bagus. Trims banyak, recomended worker.",1
Completed,,Mantappppp,1
Self Mediation,,,1
Completed,,"Thanks for support,",1
Completed,,"thanks mas , nanti klo saya ada kendala tolong dibantu ya",1
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Completed,,"Cepat kelar nya, dan scriptnya jalan thanks you mas* recomended worker *",1
Completed,,Thanks kang...,1
Completed,,Terima kasih banyak mas atas bantuannya. Sangat luar biasa,1
Completed,,thanks mas arkhan...,1
Completed,,"Trims banyak, hasil pekerjaan sangat bagus dan pengerjaannya cepat.",1
Completed,,"Kerja cepat, komunikasi baik, hasil memuaskan",1
Completed,,- komunikatif- ramah- profesionall di bidangnya- Dikerjakan dan diselesaikan dengan baik- Hasilnya memuaskan dan solutif- nice work :),1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Self Mediation,,,1
Self Mediation,,,1
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Completed,,Kecepatan website naik drastis dapat disebut sesuai target.,0
Completed,,"arkhan7 bekerja dengan baik , sangat cepat dan responsive. untuk pertam kalinya bekerja dengan arkhan saya sangat puas.",1
Self Mediation,,,1
Completed,,nice service dan hasilnya baik,1
Completed,,Saya senang bekerjasama dengan worker Nurwahid (arkhan7).,1
Completed,,,1
Completed,,terima kasih ordernya mas,1
Self Mediation,,,1
Completed,,Auto-rated by system.,0
Completed,,"Konsisten, mudah dihubungi, mantap.",1
Completed,,Hasil kerja memuaskan. Thanks.,1
Completed,,Sangat Professional. Selalu Ontime dan displin dalam Laporan hasil kerja yang juga rapi.,1
Completed,,"Keren banget. Thank You, semoga bisa terus bekerja sama",1
Completed,,Komunikatif dan pekerjaan selesai tepat waktu,1
Completed,,ok ok ok ok,1
Completed,,Hasil pengerjaan lumayan bagus dan recomended,1
Completed,,ok ok ok ok ok ok,1
Completed,,Mantap..  Artikel bagus sesuai yg diharapkan dan pengerjaan tepat waktu,1
Completed,,terima kasih banyak...,1
Self Mediation,,,1
Completed,,"Owner yang luar biasa sangat sabar dalam mengarahkan, terbuka untuk semua kritik dan saran, sangat senang bisa diberi kepercayaan untuk bisa berkontribusi di project ini.",1
Completed,,"Owner yang luar biasa sangat sabar dalam mengarahkan, terbuka untuk semua kritik dan saran, sangat senang bisa diberi kepercayaan untuk bisa berkontribusi di project ini.Special Thanks  :- Yanyan -",1
Self Mediation,,,1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Self Mediation,,,1
Completed,,Mantap..  Artikel bagus sesuai yg diharapkan dan pengerjaan tepat waktu,1
Completed,,Mantap..  Artikel bagus sesuai yg diharapkan dan pengerjaan tepat waktu,1
Completed,,"kerja bagus, selesai sesuai jadwal",1
Completed,,"bagus, tepat waktu",1
Completed,,Mantap..  Artikel bagus sesuai yg diharapkan dan pengerjaan tepat waktu,1
Completed,,"terima kasih banyak kerja samanya,",1
Completed,,"Pekerjaan cepat, tidak ada plagiarisme. Struktur kata bisa di-improve lagi.",0
Completed,,,1
Completed,,"bagus, tunggu next order",1
Completed,,terima kasih banyak...,1
Self Mediation,,,1
Completed,,"Owner yang luar biasa sangat sabar dalam mengarahkan, terbuka untuk semua kritik dan saran, sangat senang bisa diberi kepercayaan untuk bisa berkontribusi di project ini.",1
Completed,,"Owner yang luar biasa sangat sabar dalam mengarahkan, terbuka untuk semua kritik dan saran, sangat senang bisa diberi kepercayaan untuk bisa berkontribusi di project ini.Special Thanks  :- Yanyan -",1
Self Mediation,,,1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,KEREN BGT HASILNYA,0
Completed,,,1
Completed,,"Fast response, work accordingly",1
Completed,,nicely done!Terimakasih,1
Completed,,mantap.. hasil bagus profesional dan tepat waktu,1
Completed,,keren naskahnya,1
Completed,,Cepat dan profesional. Terima kasih.,1
Completed,,"terima kasih mas sudah di bantu ya. good job. next, ku info projek lg ya.",1
Completed,,Terimakasih atas kerjasamanya,1
Completed,,"hasil kerja sesuai brief, komunikasi bagus, kecepatan pengerjaan juga sangat bagus.",1
Completed,,terima kasih banyak...,1
Self Mediation,,,1
Completed,,"Owner yang luar biasa sangat sabar dalam mengarahkan, terbuka untuk semua kritik dan saran, sangat senang bisa diberi kepercayaan untuk bisa berkontribusi di project ini.",1
Completed,,"Owner yang luar biasa sangat sabar dalam mengarahkan, terbuka untuk semua kritik dan saran, sangat senang bisa diberi kepercayaan untuk bisa berkontribusi di project ini.Special Thanks  :- Yanyan -",1
Self Mediation,,,1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,"Tulisannya masih bisa dikembangkan lagi, tetapi Pak Hary sudah cukup profesional dan mudah dalam berkomunikasi.",1
Completed,,keren bgt hasilnya,0
Completed,,"ada minor sedikit  overall sudah baik, sampai ketemu di next project",1
Completed,,Thank you kak Harry!,1
Completed,,,1
Completed,,cukup ok fast & good,1
Completed,,good job gan sdh dibantu,1
Completed,,KEREN BGT NIH,0
Completed,,mantap.. pekerjaan bagus profesional dan tepat waktu,1
Completed,,mantep keren ok,1
Completed,,terima kasih banyak...,1
Self Mediation,,,1
Completed,,"Owner yang luar biasa sangat sabar dalam mengarahkan, terbuka untuk semua kritik dan saran, sangat senang bisa diberi kepercayaan untuk bisa berkontribusi di project ini.",1
Completed,,"Owner yang luar biasa sangat sabar dalam mengarahkan, terbuka untuk semua kritik dan saran, sangat senang bisa diberi kepercayaan untuk bisa berkontribusi di project ini.Special Thanks  :- Yanyan -",1
Self Mediation,,,1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,good job gan,1
Completed,,pekerjaan sudah kami terima. terima kasih,1
Completed,,Mas Hary adalah penulis profesional yang dapat menyelesaikan semua project tepat waktu dengan kualitas terbaik. Born to write,1
Completed,,Mas Hary adalah penulis terbaik dengan tingkat profesionalitas yang tinggi dan pengerjaan yang tepat waktu. Saya harap gak kapok membantu saya,1
Completed,,Recomended Worker,1
Completed,,,1
Completed,,Pemesanan service Jasa Menulis Artikel SEO Bahasa Indonesia done,0
Completed,,Nothing to comment. Perfect,0
Completed,,Auto-rated by system.,0
Completed,,pekerjaan bagus profesional dan cepat,1
Completed,,terima kasih banyak...,1
Self Mediation,,,1
Completed,,"Owner yang luar biasa sangat sabar dalam mengarahkan, terbuka untuk semua kritik dan saran, sangat senang bisa diberi kepercayaan untuk bisa berkontribusi di project ini.",1
Completed,,"Owner yang luar biasa sangat sabar dalam mengarahkan, terbuka untuk semua kritik dan saran, sangat senang bisa diberi kepercayaan untuk bisa berkontribusi di project ini.Special Thanks  :- Yanyan -",1
Self Mediation,,,1
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Arbitrated,,Tim Arbitrator sudah memberikan keputusan berdasarkan fakta-fakta yang tercatat di sistem kami. Adapun keputusan yang diambil adalah sebagai berikut:,0
Completed,,Terimakasih banyak atas kerjasamanya,1
Completed,,mantap mas,1
Completed,,Good sesuai dengan yang diminta,0
Completed,,"sudah oke ya mas, thank you",1
Completed,,,1
Completed,,mantap lanjutkan,1
Completed,,mantap terimakasih,1
Completed,,project selesai dengan baik dan tepat waktu,1
Completed,,Auto-rated by system.,0
Completed,,pengerjaan cepat,1
Completed,,terima kasih banyak...,1
Self Mediation,,,1
Completed,,"Owner yang luar biasa sangat sabar dalam mengarahkan, terbuka untuk semua kritik dan saran, sangat senang bisa diberi kepercayaan untuk bisa berkontribusi di project ini.",1
